index	question	sentence	label
1144	sorry for being female, I didn't mean to interrupt your perfect little man-world. 😒	 	1
1145	Isabelle sends me the nicest texts  😣😖💔	 	1
1146	Swag  @FANNING_myself	 	1
1147	Free chocolates and free delivery with all flower orders from Bunches. http://t.co/sOL3KHqg0k	 	0
1148	@simon_orourke @RaLUFC To be fair he looks like he's lost a lot of weight since his amazingly successful halcyon Leeds' days!	 	1
1149	What's the correct word for racism (towards white people)?|There is none.|#racism|#is||#good|#4anyone	 	0
1150	Kisses to you bc you lose wisdom today.....from your mouth  #clever lol I love you text me when you're able 😜 http://t.co/2ml2lE76Gc	 	0
1151	Where is the #TortureReport from Showtime's Homeland?	 	3
1152	Jesus, Mary and Joseph. How sad to go through life suffering from  deficiency	 	3
1153	Good thing I gotta work today 👍	 	1
1154	Foxy Lady..#waynesworld #excellent  😁☺😊	 	1
1155	@redsteeze wow.. she really touched them with that tweet.	 	1
1156	I have to leave for school at 9am and I'm still in bed #fucktherain #wherearemyhunters #imgonnalooksocutetoday	 	1
1157	Uh-oh. Better head for the hills. #storm #clouds #seekshelter http://t.co/CXJ6XIcoyS	 	0
1158	Plan on using the last 16% of my battery on listening to @CountingCrows @countingcrowsto get through the day #big☆now	 	0
1159	Just walked #Frodo's path from #LOTR in #LOTRO ...geek quota for the week is already met :-p Here's the start... http://t.co/MxHP73Cr9m	 	0
1160	one essay submitted now to start the next one :') #thirdyearlife #loveit	 	1
1161	@AYJamal_ yara .. I'm a restless soul (you're well aware ) but I like my skin perspective as most comforting.. When any1 expects me to be	 	0
1162	If your local theater has a physical marquee with letters that can be rearranged, it's your duty to change them all to "The Interview."	 	0
1163	Up all night 2 nights in a row. My job is fun  #nightauditadventures #resortjobprobs #fb	 	1
1164	When will this girl learn..... @CherylCH_x #it #is  #everyday #Chezza #sometimes #do #work #andnotgetcaughtbyMR http://t.co/10XuTpdaAo	 	0
1165	With no forwards. #confused  sure	 	0
1166	Dentists oh the joy	 	1
1167	650 return flight. Why I love my family. #familyvacation	 	1
1168	I love putting up the Christmas tree with the fam☺️🎄 #christmastree	 	0
1169	Just snap chatting my sister a few times.. #shelovesitwhenIsendthatmany  http://t.co/x1b1DppHFx	 	1
1170	Lagopodous - Like a rabbit's foot!!|Not so easy to drop into conversation but you never know.	 	0
1171	Standard Christmas newsfeed. Diamonds everywhere, everyone's engaged. Congratulations. #original  #Christmas #engaged	 	1
1172	that fits @2014Outlaw @brownbearmike1 @real_smart_guy3 @RBRNetwork1	 	0
1173	##to#our#countries#special#dedication#to#ma#Syrian#friends#you're#alone#instalisten#by#heart#voice# http://t.co/jOHtHVBKOw	 	0
1174	We all have them people on Instagram who put the most pointless hashtags #Can #you	 	0
1175	Currently a bus wanker. I hate people 😕 #stinks #gobonastick #dickheads	 	0
1176	Ya and listening to them talk about how hot girls are is a favorite past time. -_-	 	1
1177	Gee faculty at nicholls are so helpful	 	1
1178	Stinker of a day... Nothing has gone right. Got worse as the day went on... #Ahhhhhhhhh #Depression #CantWaitForTomorrow	 	1
1179	#bitch #bitchy #badass #lol #laughing #jokes   #funtime #funny #fun #ecards... http://t.co/9di1xjv9uk	 	3
1180	@BAnderson_30 's twitter game is perfect tonight! #amazingness	 	0
1181	Iiiiiiii have the best boyfriend everrrrrrrrr.	 	0
1182	"@bombguy95: If You Re A Chelsea Fan. Its natural To Be Sentimental.. If You re An Arsenal Fan.. Its Natural To Be Stupid"||Spelling?	 	3
1183	@SidewalkJR Not passing judgment. Been in many binds before and actually love the creativity. Vodka is a versatile liquor.	 	0
1184	yet you cant provide ANY source that shows it @RBRNetwork1 @TheOldBreed1775 @Dolphin__Man @Joseph_WarrenDR @jus1314tin @CoutoPanda	 	0
1185	I just love EU servers....	 	1
1186	An answer to the one who criticize #feminism http://t.co/sYtcFcGcRq #Uglygirlsclub  #fourthwave	 	3
1187	@JustAnotherMo Now, now, Islam is the "religion of peace" and only Christians can hurt anybody!  Get it right!  D:	 	2
1188	8ams are just so lovely.	 	1
1189	Close to white folks, I am forced to witness firsthand their willful ignorance about the impact of race and racism.-Bell Hooks #Ferguson	 	0
1190	@Ben_Jones88 @SPianovich Wasn't that full in the nosebleeds where I was sitting, but it was fun! Crowd reacting to JoePa is my fav memory.	 	0
1191	"We rebooted the server, it seems ok now" YEY! #facepalm  #devops	 	1
1192	Ppl keep snapping me and I can't snap back because I'm looking too good rn	 	1
1193	At least I woke up feeling a lot better today..	 	1
1194	Maybe Miss World will succeed where all her predecessors have failed in obtaining World Peace?  #MissWorld2014	 	1
1195	@nytimes @NYTNow #Dirt  its not your country!	 	0
1196	http://t.co/6mNkIirqSL #TeenAnalCasting #VIRGIN VIRGIN ] cute teenage virgin playing in her hotel room in tight blue gstring underwear!	 	0
1197	@JaredDudley619 @_John_Henson_ @JabariParker When / how did the ACL tear happen?	 	0
1198	"vCAC looks like an even bigger bag of hurt than vCD" https://t.co/S3eQydjf2V	 	0
1199	@juskoniall funny joke there bae...	 	1
1200	The moral police & vigilante's are very quiet with every #rape. I suppose it is Indian culture then?  #uber #DelhiRape	 	3
1201	@Quammunist Ben were you going to pick up your pizzas today?	 	0
1202	@chrisratcliff nope. Doing everything wrong. Cold. Hot. Hot. Cold. Gear seems ok but as today dipped to -14 prob spoke too soon. #orings	 	0
1203	@TheDamienSandow & @mikethemiz cut a promo then @KaneWWE states he's facing @WWEAdamRose oh yay!!	 	1
1204	ruling party in power#central#state#misusing their power#PM speaking only in foreign parliment#pm to visit out side india during session	 	0
1205	@Charlottegshore wow that's impressive...I have to force myself to go just as I will be doing later! #gymfanatic	 	1
1206	Come on, it's lovely weather for a sleigh ride together with ewe. http://t.co/CePrvYqLGc	 	0
1207	@Deggisfox that's totally obscure...	 	1
1208	@DotunAkin_ to finally win the champs league.. No teams are that good this year and we've got a solid draw  #banter #stillgoingout	 	1
1209	@carolinedries @julieplec so basically the only storyline for Caroline Forbes in this season is called "Stefan", great!	 	1
1210	Yay for days off. #coffee #HarryPotter #christmasbreak #morning http://t.co/m93j3n7SYC	 	0
1211	@scottishfirst @PG1888 Whilst #SLabour #BlairMcDougal #DeputyDug recon its in #MeltDown safe in #BetterTogether of course ...	 	3
1212	@JewdyGold Do you think Mary's parents believed the bubbemeinseh that she was still a virgin?	 	0
1213	I'm seeing more and more people using the term #GamerGate and I can't believe I'm going to say this but they're using it incorrectly	 	3
1214	@hosienation I'm relaxed, and waiting for the facts to come out. But I've listened to Blaine hammer on players for doing similar before.	 	0
1215	@insidethehall @ryancorazza I keep seeing noon... Is it 1PM eastern or noon eastern? Need to plan my morning accordingly. Please advise.	 	0
1216	Appreciate @Raheelk that he has spared suspending our accounts, only blocked us.	 	1
1217	your delusion that people are being killed "cuz Obama black" is the myth @RBRNetwork1 @JonJayGroden @Anan_VII @JoeHilgerman @1_Free_Man	 	0
1218	@MehrTarar Thei reights to protest ends where my rights begin. They cannot take my right of earning livelihood and free movement.	 	0
1219	Baking bread and hanging with a glass of wine in leggings and a sweatshirt with football on. HEAVEN! If only the snow hadn't turned to rain.	 	0
1220	@cringetalk @geob157 ^^^^ IMAGINE THAT? Never would have guessed	 	1
1221	Crime figures: true picture may be worse than feared, says think-tank report | via @Telegraph http://t.co/dps9g5Zc6l Surprised?	 	1
1222	So now its Hamilton on a Monday night? Thanks @BTSportSPFL for all those evening games you give us, saturday football is overrated!	 	1
1223	Gotta love the sound of rain beating against the window on Christmas Day..  #whereswinter	 	1
1224	#Lebanon #detainee #is  #ISIS leader's #wife: #Iraqi #official: BAGHDAD – An Iraqi official denied Wednesday... http://t.co/AmRz6zvQTp	 	0
1225	I'm a Victoria Secret model. It's such a secret not even Victoria knows.  http://t.co/y97N5kTuQz	 	2
1226	😒 Half of the testing group was very helpful today.	 	1
1227	They done worked me so hard	 	0
1228	Amen 🙏 .... I love this! If you didn't plan, then it's your problem 😜 #truth  emergency @ Pearl... http://t.co/pg2o4SgFwj	 	0
1229	Whoops. Didn't know I had to live up to other people's expectations instead of mine. Let me just fix that.  #sorrynotsorry #soz	 	1
1230	Can't wait for next year when it's a Cyber Month Sale.	 	1
1231	@doforsarawak it's a	 	0
1232	@carlytyler @greateranglia let's face it, at the mo there's delays on any day ending in a y! #valueformoneynot	 	1
1233	Best Christmas gift @taylorswift13 new album. http://t.co/jTbyb5ysjJ	 	0
1234	"I love that when a female expresses herself in an emphatic manner, it's always attributed to her menstrual cycle." -Mags  #PMS	 	1
1235	@94irwinjb I'm so persuasive lol	 	1
1236	#KMYB19HR study http://t.co/4GiFoUIyml	 	0
1237	@ the hospital for a new allergy test... Love it.	 	1
1238	@XboxSupport even your link to the service alert is down.	 	2
1239	HEY LOOK THERE!	 	0
1240	And you just skip my TBH? Do you not like me so much as to just erase me from your life or something? #awesome 😤	 	1
1241	@Johnnyebs06 oh joy, now i get to have even more of them in my living room!  #putyourtoysaway #badboyfriend	 	1
1242	Human brains disappear every day. Some of them have never even appeared.. ||http://t.co/Fb0Aq5Frqs||#brain #humanbrain	 	3
1243	Happy New Year all my Twitter people. Hope you have a happy and successful 2015! Lots of love 😘 #2015season #2014sucks	 	0
1244	Turns out a sausage butty from burger king is just a burger. Really enjoyed eating that at half 8 in the morning.  #feelshit	 	1
1245	Ma thing  http://t.co/YVekcrBemZ	 	1
1246	girl#beautiful#short#nose#tall#but#toshort#selfieeee <3:* http://t.co/90Itgrq4bh	 	0
1247	@afneil @daily_politics @TheSunNewspaper Missed off the  hashtag?	 	0
1248	First nigga to grab it from behind No homo	 	0
1249	Loooooool RT @Lonyngwenya: Monday is done, Friday is around the corner	 	0
1250	New homeschool year. New Marketing business. Clickbank University. Wealthy Affiliate. Writing the book finally. #holyschedule #needanapp 0_0	 	0
1251	SCRATCHING THE NIGHT OFF MY EYES	 	0
1252	Working on Boxing Day is so fun	 	1
1253	To all u #deadbeatdads ur not worth a hair on our #kids heads.. Tough being a #singlemom but at least my #beautiful #daughter is loved by Me	 	0
1254	It's too bad all this is happening to #TheInterview, it looks like a really good movie.	 	1
1255	@Mark_Coker gun laws will fix everything	 	1
1256	S/O to the Bengals for sucking it up yesterday. Totally made it worth me staying up 24 hours yesterday and coming to work this am.	 	1
1257	@johnsheehan10 @Matt_Brickman I mostly follow my lists, but I dip into the full feed randomly.	 	0
1258	not that it matters, a message board thread is not an authoritative source @ILOVEBLACKMEN01 @TimOwensby	 	0
1259	🙀😱🙀😱🙀😱 #POPCORN!!!!!! 😂🎅😂🎅😂🔫🔫 bringing this at movie tuesday night!!  http://t.co/6ucMg84g4w	 	1
1260	Mom: how about we bring your physical trainer Dunckin' Donuts. |Yes.. bringing donuts to a fitness fanatic would make perfect sense	 	1
1261	@jimjefferies you are by far the funniest prick in the world at the moment. Can you please come to Geelong? We have a normal mayor....	 	1
1262	Thank you Harding science department for only giving us 55 minutes for our final.	 	1
1263	@Mike_Ashley_Out @towlawrian @nufcfans I guess this is where he lost a couple of million to Lambias, is it?   #LudicrousStory	 	3
1264	@CataCarryOn I moved here from north Jersey and was a big Rangers fan until the Coyotes came to town. Where are you from?	 	0
1265	stl.You Will Never Win Again RT @viggie_kopite: New Manager? New Striker? New Transfer Committee? (cont) http://t.co/vQkvIx4eNX	 	0
1266	@TedSkibinski @RedState @PamelaJaneVP Maybe they are going to jump in and land on something that is technically not "the ground". ;)	 	0
1267	also sick names	 	1
1268	Babysitting night! Hoping my car doesn't get towed bc idk where to park 😰	 	0
1269	@LR_Lam you mean... it doesn't mean 'so much hate'..? .... oh..... orz	 	0
1270	@TelegraphPromos @Mistress_Fiona Second prize is TWO signed copies of Boris' book. #onlyKidding	 	3
1271	#Corpsman wisdom: I had a head cold, so I took my own advice - Motrin, hydrated and changed my socks. Cold eliminated  #navy	 	3
1272	Follow> @StartOnlineHere now for great tweets about starting an online shop! http://t.co/XYabZWuO5w StartOnlineHere	 	0
1273	@BigKev67 @jennyah46 it's ok Kev, Gurney's bowling the next over	 	1
1274	I take blazing hot showers so I can get used to burning in the pits of hell. #ifitsreal	 	1
1275	Festive #ff to @titaniumaccount @RightmoveAddict @aroundthehouses @BCTLC @TheJamHouse @IAB_Bham @BrumChamber @jackiedeburca @Brumstew	 	0
1276	I love procrastinating but I hate cramming.. -_-	 	0
1277	: Entertaining journalists collecting facts about annoying dentists. #Entertaining=#Annoying #FactAboutDentist	 	2
1278	#your biggest task is to get me to look #how shall one do that?  looking #none of them #cleverclogs #shld #know #my #nakhre too	 	0
1279	Zuckerberg says he wears a grey t-shirt everyday because he doesn't want to waste time on things that don't matter||He runs Facebook||	 	2
1280	My stomach is a Wonderland for gas inducing bacteria. #blessed	 	1
1281	Here comes the universe. #TMLtalk #Leafs	 	0
1282	Thank God the #Knicks re-signed Carmelo.  #TheBullsCanHaveHim	 	1
1283	Heaven knows I'm miserable now ... #TheSmiths #girl #old #ohwow #InstaSize  #a #goodmood #weirdpose http://t.co/2t8G2YsUZU	 	0
1284	Should be a balanced view then  @pjhelliar @theprojecttv	 	1
1285	@Quikr Alone Tonight cause its a personal song which helps me to imagine myself beyond another world. |#GoSupersonicQuikr|@aboveandbeyond	 	0
1286	@DorlaCoddington @wherePHILLY Thx. If thry real why dont you have them? Friend me on http://t.co/OXybfwwWb6	 	0
